linkedin_slug,linkedin_url,company_name,tier,tier_label,primary_keyword,size_bracket,description_snippet,discovery_query,page_found,first_seen_at,resolved_domain,resolve_status,matching_people_count
bowman-plating-co-inc,https://www.linkedin.com/company/bowman-plating-co-inc,Bowman Plating Co Inc,1A_fqhc,FQHCs / Community Health Centers,community health center,Nov-50,"11-50 עובדים. משרדים ראשיים: Compton, California. מיקומים. 2631E 126th St ... Central City Community Health Center. Hospitals and Health Care. ‏Monterey Park ...","site:linkedin.com/company/ ""community health center"" ""11-50""",21,2026-04-17T07:51:27Z,https://bowmanplating.com,ok,1
bristol-healthcare-services,https://www.linkedin.com/company/bristol-healthcare-services,"Bristol Healthcare Services, Inc.",1A_fqhc,FQHCs / Community Health Centers,FQHC,201-500,"201-500 dipendenti. Sede principale: Los Angeles, CA. Tipo: Società privata non ... FQHC, General Medicine, Anesthesiology, Ambulatory, Chiropractic , DME ...","site:linkedin.com/company/ ""FQHC"" ""201-500""",3,2026-04-17T07:55:42Z,https://bristolhealthcare.com,parking,1
bedford-stuyvesant-family-health-center,https://www.linkedin.com/company/bedford-stuyvesant-family-health-center,Brooklyn Plaza Medical Center,1A_fqhc,FQHCs / Community Health Centers,federally qualified health center,51-200,The Bedford Stuyvesant Family Health Center is a free standing not-for-profit Federally Qualified Health Center. ... 51-200 employés. Type: Non lucratif ...,"site:linkedin.com/company/ ""federally qualified health center"" ""51-200""",6,2026-04-17T07:53:19Z,https://www.brooklynplaza.org,title_mismatch,1
buffalo-city-mission,https://www.linkedin.com/company/buffalo-city-mission,Buffalo City Mission,1A_fqhc,FQHCs / Community Health Centers,community health center,51-200,"51-200 employees ... Similar pages. Child and Family Services of Erie County, Inc. Non-profit Organizations. Buffalo, NY · Jericho Road Community Health Center.","site:linkedin.com/company/ ""community health center"" ""51-200""",4,2026-04-17T07:51:46Z,https://www.buffalocitymission.org,thin_or_dead,1
cstrategieschi,https://www.linkedin.com/company/cstrategieschi,C-Strategies Inc.,1A_fqhc,FQHCs / Community Health Centers,federally qualified health center,Nov-50,"11-50 employees. Headquarters: CHICAGO, Illinois. Type: Privately Held. Founded ... Federally Qualified Health Center in the region. She oversees all ...","site:linkedin.com/company/ ""federally qualified health center"" ""11-50""",7,2026-04-17T07:53:09Z,https://c-strategies.org,parking,1
camcare-health-co-op,https://www.linkedin.com/company/camcare-health-co-op,CAMcare Health Corporation,1A_fqhc,FQHCs / Community Health Centers,FQHC,201-500,"... (FQHC) that has been a trusted name in providing top ... 201-500 employees. Headquarters: Camden, New Jersey. Type: Nonprofit.","site:linkedin.com/company/ ""FQHC"" ""201-500""",20,2026-04-17T07:56:02Z,https://camcarehealth.com,parking,1
coastal-community-health-services-inc,https://www.linkedin.com/company/coastal-community-health-services-inc,COASTAL COMMUNITY HEALTH,1A_fqhc,FQHCs / Community Health Centers,community health center,Nov-50,11-50 人. 总部: Brunswick，Georgia. 类型: 非营利机构. 创立: 2013. 领域: family ... Hardeman County Community Health Center. 医疗机构. Bolivar，TN · J C Lewis ...,"site:linkedin.com/company/ ""community health center"" ""11-50""",3,2026-04-17T07:51:04Z,https://www.coastalcommunityhealth.com,title_mismatch,1
caliper-analytics,https://www.linkedin.com/company/caliper-analytics,Caliper,1A_fqhc,FQHCs / Community Health Centers,FQHC,Nov-50,"11-50 employees. Headquarters: San Diego, California. Type: Privately Held ... FQHC #HealthEquity. No alternative text description for this image. 8 · Like ...","site:linkedin.com/company/ ""FQHC"" ""11-50""",13,2026-04-17T07:54:41Z,https://www.caliper.com/maptitude/mapping-software.htm,ok_loc_only,1
caresouth-medical-dental,https://www.linkedin.com/company/caresouth-medical-dental,CareSouth Medical & Dental,1A_fqhc,FQHCs / Community Health Centers,federally qualified health center,51-200,CareSouth Medical & Dental | 402 pengikut di LinkedIn. CareSouth is a private non-profit Federally Qualified Health Center ... 51-200 pekerja. Ibu pejabat ...,"site:linkedin.com/company/ ""federally qualified health center"" ""51-200""",21,2026-04-17T07:53:38Z,,none,1
catherine's-health-center,https://www.linkedin.com/company/catherine's-health-center,Catherine's Health Center,1A_fqhc,FQHCs / Community Health Centers,federally qualified health center,51-200,"... Federally Qualified Health Center (FQHC) in 2020, Catherine's continues to ... 51-200 employees. Headquarters: Wyoming, Michigan. Type: Nonprofit. Founded ...","site:linkedin.com/company/ ""federally qualified health center"" ""51-200""",16,2026-04-17T07:53:31Z,https://www.catherines.com,wrong_entity,1
celebrating-life-community-health-center,https://www.linkedin.com/company/celebrating-life-community-health-center,Celebrating Life Community Health Center,1A_fqhc,FQHCs / Community Health Centers,federally qualified health center,201-500,... Federally Qualified Health Center (FQHC) look-alike health center located in ... 201-500 employees. Type: Nonprofit. Founded: 2018. Employees at Celebrating ...,"site:linkedin.com/company/ ""federally qualified health center"" ""201-500""",9,2026-04-17T07:54:00Z,https://expireddomains.com/domain/celebrating-life.com,ok,1
centerforfamilyhealth&education,https://www.linkedin.com/company/centerforfamilyhealth&education,Center for Family Health & Education,1A_fqhc,FQHCs / Community Health Centers,community health center,Nov-50,"11 - 50 çalışan. Genel Merkez: Panorama City, California. Türü: Kâr Amacı ... Kedren Community Health Center, Inc. Hastaneler ve Sağlık. Los Angeles ...","site:linkedin.com/company/ ""community health center"" ""11-50""",12,2026-04-17T07:51:15Z,https://centerforfamily.org,parking,1
centerpoint-health,https://www.linkedin.com/company/centerpoint-health,Centerpoint Health,1A_fqhc,FQHCs / Community Health Centers,FQHC,51-200,51-200 人. 总部: Franklin，Ohio. 类型: 非营利机构. 创立: 2014. 领域: Medical ... #NewCEO #FQHC #HealthcareCenteredOnYou Learn more at: www.centerpointhealth ...,"site:linkedin.com/company/ ""FQHC"" ""51-200""",6,2026-04-17T07:55:06Z,https://www.centerpointhealth.org,needs_review,1
central-coast-oral-maxillofacial-surgery,https://www.linkedin.com/company/central-coast-oral-maxillofacial-surgery,Central Coast Oral & Maxillofacial Surgery,1A_fqhc,FQHCs / Community Health Centers,community health center,Nov-50,"11–50 ansatte. Hovedkontor: San Luis Obispo, California. Type: Ansvarlig bedrift ... Tilsvarende sider. COMMUNITY HEALTH CENTER OF THE CENTRAL COAST INC.","site:linkedin.com/company/ ""community health center"" ""11-50""",27,2026-04-17T07:51:36Z,https://central-coast.com,parking,1
cerebro-neurotech,https://www.linkedin.com/company/cerebro-neurotech,"Cerebro NeuroTech, Inc.",1A_fqhc,FQHCs / Community Health Centers,community health center,Nov-50,"11-50 employees. Headquarters: Birmingham, Alabama. Type: Privately Held. Founded ... Community Health Center of Buffalo, Inc. 1,435 followers. 7mo Edited.","site:linkedin.com/company/ ""community health center"" ""11-50""",13,2026-04-17T07:51:17Z,https://cerebroneurotech.notion.site/Cerebro-NeuroTech-Inc-305f6bf5f66e80108baeda2cc71d5456,wrong_entity,1
chad-management-group,https://www.linkedin.com/company/chad-management-group,Chad Management Group,1A_fqhc,FQHCs / Community Health Centers,community health center,Nov-50,"11–50 anställda. Huvudkontor: Toronto, ON. Typ: Privatägt företag. Grundat: 1981 ... Community Health Center Implementation (11 Month Contract) at Chad ...","site:linkedin.com/company/ ""community health center"" ""11-50""",14,2026-04-17T07:51:18Z,http://www.chadmanagement.com/,parking,1
chattanooga-cares,https://www.linkedin.com/company/chattanooga-cares,Chattanooga CARES,1A_fqhc,FQHCs / Community Health Centers,community health center,Nov-50,"직원 11-50명. 본사: Tennessee Chattanooga. 유형: 비영리. 설립: 1986. 전문 분야: HIV ... 비슷한 페이지. Feminology, LLC. 대외홍보 서비스. TN Chattanooga ...","site:linkedin.com/company/ ""community health center"" ""11-50""",12,2026-04-17T07:51:15Z,,none,1
christcommunityhealthservices,https://www.linkedin.com/company/christcommunityhealthservices,Christ Community Health Services West Tennessee,1A_fqhc,FQHCs / Community Health Centers,FQHC,201-500,"201-500 empleyado. Headquarters: Memphis, Tennessee. Uri: Nonprofit. Itinatag ... FQHC. Mga Lokasyon. Pangunahin. 2670 Union Avenue Ext. Memphis, Tennessee ...","site:linkedin.com/company/ ""FQHC"" ""201-500""",5,2026-04-17T07:55:45Z,https://www.christcommunityhealth.org,ok_loc_only,1
health-department-cincinnati,https://www.linkedin.com/company/health-department-cincinnati,Cincinnati Health Department,1A_fqhc,FQHCs / Community Health Centers,federally qualified health center,Nov-50,"... Federally Qualified Health Center (FQHC) designation status and serves over ... 11 - 50 çalışan. Genel Merkez: Cincinnati, Ohio. Türü: Devlet Dairesi.","site:linkedin.com/company/ ""federally qualified health center"" ""11-50""",5,2026-04-17T07:53:07Z,https://cincinnatihealth.org,needs_review,1
circlehealthservices,https://www.linkedin.com/company/circlehealthservices,Circle Health Services,1A_fqhc,FQHCs / Community Health Centers,federally qualified health center,51-200,"Circle Health Services, now affiliated with The Centers for Families and Children, is a nonprofit Federally Qualified Health Center ... 51-200 karyawan.","site:linkedin.com/company/ ""federally qualified health center"" ""51-200""",23,2026-04-17T07:53:41Z,https://www.tuftsmedicine.org,wrong_entity,1
community-health-action,https://www.linkedin.com/company/community-health-action,Community Health Action of Staten Island,1A_fqhc,FQHCs / Community Health Centers,community health center,51-200,"51-200 employees ... A special thank you to the many members and community partners who stepped up to donate, including Community Health Center ...","site:linkedin.com/company/ ""community health center"" ""51-200""",6,2026-04-17T07:51:48Z,https://community-health.com,parking,1
community-health-alliance-nevada,https://www.linkedin.com/company/community-health-alliance-nevada,Community Health Alliance Nevada,1A_fqhc,FQHCs / Community Health Centers,federally qualified health center,201-500,"Community Health Alliance is the largest Federally Qualified Health Center ... 201-500 employees. Headquarters: Reno, Nevada. Type: Nonprofit. Founded: 2012.","site:linkedin.com/company/ ""federally qualified health center"" ""201-500""",23,2026-04-17T07:54:18Z,https://community-health-alliance.org,title_mismatch,1
chcact,https://www.linkedin.com/company/chcact,Community Health Center Association of Connecticut,1A_fqhc,FQHCs / Community Health Centers,FQHC,Nov-50,"11-50 employees. Headquarters: Cheshire, CT. Type: Nonprofit. Founded: 1989 ... fqhc. Locations. Primary. 1484 Highland Avenue. Suite 2. Cheshire, CT 06410, US.","site:linkedin.com/company/ ""FQHC"" ""11-50""",9,2026-04-17T07:54:36Z,https://communityhealthcenter.org,title_mismatch,1
community-health-center-network,https://www.linkedin.com/company/community-health-center-network,Community Health Center Network,1A_fqhc,FQHCs / Community Health Centers,community health center,51-200,"Community Health Center Network | 13097 followers on LinkedIn ... 51-200 employees. Headquarters: San Leandro, CA. Type: Nonprofit. Founded ...","site:linkedin.com/company/ ""community health center"" ""51-200""",15,2026-04-17T07:51:59Z,https://communityhealthcenter.org,title_mismatch,1
chcy,https://www.linkedin.com/company/chcy,Community Health Center of Yavapai,1A_fqhc,FQHCs / Community Health Centers,community health center,201-500,"Community Health Center of Yavapai | LinkedIn'de 103 takipçi Where ... 201 - 500 çalışan. Genel Merkez: Prescott, Arizona. Türü: Kâr Amacı Gütmeyen ...","site:linkedin.com/company/ ""community health center"" ""201-500""",14,2026-04-17T07:52:40Z,https://communityhealthcenter.org,title_mismatch,1
community-health-center-of-the-north-country,https://www.linkedin.com/company/community-health-center-of-the-north-country,Community Health Center of the North Country,1A_fqhc,FQHCs / Community Health Centers,community health center,201-500,"Community Health Center of the North Country | 651 Follower:innen auf LinkedIn ... 201–500 Beschäftigte. Hauptsitz: Canton, New York. Art: Nonprofit. Gegründet ...","site:linkedin.com/company/ ""community health center"" ""201-500""",11,2026-04-17T07:52:36Z,https://communityhealthcenter.org,wrong_entity,1
communityhealthok,https://www.linkedin.com/company/communityhealthok,Community Health Centers of Oklahoma,1A_fqhc,FQHCs / Community Health Centers,community health center,51-200,"51–200 Beschäftigte. Hauptsitz: Spencer, Oklahoma. Art: Nonprofit. Gegründet: 1971 ... North Texas Area Community Health Center, Inc. Arztpraxen. Fort Worth ...","site:linkedin.com/company/ ""community health center"" ""51-200""",21,2026-04-17T07:52:07Z,https://www.communityhealthcenters.org,title_mismatch,1
community-health-connections-inc.,https://www.linkedin.com/company/community-health-connections-inc.,Community Health Connections,1A_fqhc,FQHCs / Community Health Centers,community health center,201-500,"201-500 employees. Headquarters: Fitchburg, Massachusetts. Type ... “It's really a great opportunity to check out our community health center ...","site:linkedin.com/company/ ""community health center"" ""201-500""",17,2026-04-17T07:52:44Z,https://communityhealthconnections.org,parking,1
community-health-northwest-florida,https://www.linkedin.com/company/community-health-northwest-florida,Community Health Northwest Florida,1A_fqhc,FQHCs / Community Health Centers,FQHC,201-500,"201-500 employees. Headquarters: Pensacola, Florida. Type: Nonprofit. Founded ... Experience in an FQHC is a plus — we're a Federally Qualified Health ...","site:linkedin.com/company/ ""FQHC"" ""201-500""",18,2026-04-17T07:56:00Z,https://community-health.com,parking,1
community-health-programs-berkshire-county-massachusetts,https://www.linkedin.com/company/community-health-programs-berkshire-county-massachusetts,"Community Health Programs, Berkshire County Massachusetts",1A_fqhc,FQHCs / Community Health Centers,federally qualified health center,51-200,Community Health Programs (CHP) is a Federally Qualified Health Center (FQHC) ... 51-200 medarbejdere. Type: Nonprofit. Grundlagt: 1975. Specialer ...,"site:linkedin.com/company/ ""federally qualified health center"" ""51-200""",14,2026-04-17T07:53:29Z,https://communityhealthprograms.org,parking,1
community-healthcare-center-of-wichita-falls,https://www.linkedin.com/company/community-healthcare-center-of-wichita-falls,Community Healthcare Center of Wichita Falls,1A_fqhc,FQHCs / Community Health Centers,FQHC,201-500,"201-500 employees. Headquarters: Wichita Falls, Texas. Type: Nonprofit ... He most recently served as Chief Executive Officer of an FQHC in the Houston ...","site:linkedin.com/company/ ""FQHC"" ""201-500""",6,2026-04-17T07:55:46Z,https://www.RogueFishMedia.com,wrong_entity,1
community-campus-partnerships-for-health,https://www.linkedin.com/company/community-campus-partnerships-for-health,Community-Campus Partnerships for Health,1A_fqhc,FQHCs / Community Health Centers,community health center,Nov-50,11-50 karyawan. Kantor Pusat: Raleigh. Jenis: Nirlaba. Tahun Pendirian: 1997 ... Community Health Center of Yavapai. Rumah Sakit dan Pelayanan Kesehatan.,"site:linkedin.com/company/ ""community health center"" ""11-50""",6,2026-04-17T07:51:08Z,,none,1
compass-medical-billing-services,https://www.linkedin.com/company/compass-medical-billing-services,Compass Medical Billing Services,1A_fqhc,FQHCs / Community Health Centers,FQHC,Nov-50,"11-50 employees. Headquarters: Bridgeport, Connecticut. Type: Privately ... FQHC, Physical Therapy, Chiropractic, and Cardiology. Locations. Primary. 1000 ...","site:linkedin.com/company/ ""FQHC"" ""11-50""",20,2026-04-17T07:54:51Z,https://www.compassmedicalbilling.com,title_mismatch,1
compassionhealthcare,https://www.linkedin.com/company/compassionhealthcare,"Compassion Health Care, Inc.",1A_fqhc,FQHCs / Community Health Centers,FQHC,51-200,"External link for Compassion Health Care, Inc. Industry: Medical Practices. Company size: 51-200 employees ... FQHC Frontline This report provides a practical ...","site:linkedin.com/company/ ""FQHC"" ""51-200""",16,2026-04-17T07:55:20Z,https://compassionhealthcare.org,ok,1
computer-deductions-inc.,https://www.linkedin.com/company/computer-deductions-inc.,Computer Deductions Inc.,1A_fqhc,FQHCs / Community Health Centers,community health center,Nov-50,"11-50 employés. Siège social: Orangevale, CA. Type: Société cotée en bourse ... ParkTree Community Health Center. Hôpitaux et services de santé. Pomona ...","site:linkedin.com/company/ ""community health center"" ""11-50""",12,2026-04-17T07:51:15Z,,none,1
cornell-health-services,https://www.linkedin.com/company/cornell-health-services,Cornell Health Services,1A_fqhc,FQHCs / Community Health Centers,community health center,Nov-50,"11-50 עובדים. משרדים ראשיים: Cornell, WI. התמחויות. מיקומים. הראשי. 320 N. 7th ... MY COMMUNITY HEALTH CENTER. Hospitals and Health Care. ‏Canton‏, ‏Ohio ...","site:linkedin.com/company/ ""community health center"" ""11-50""",13,2026-04-17T07:51:17Z,https://www.hugedomains.com/domain_profile.cfm?d=cornellhealth.com,parking,1
cosmo-health-center,https://www.linkedin.com/company/cosmo-health-center,"Cosmo Health Center, FQHC",1A_fqhc,FQHCs / Community Health Centers,FQHC,Nov-50,"External link for Cosmo Health Center, FQHC. Industry: Medical Practices. Company size: 11-50 employees. Headquarters: Norcross, Georgia. Type: Nonprofit.","site:linkedin.com/company/ ""FQHC"" ""11-50""",3,2026-04-17T07:54:29Z,https://cosmo-health.com,parking,1
countryside-health-center,https://www.linkedin.com/company/countryside-health-center,Countryside Health Center,1A_fqhc,FQHCs / Community Health Centers,community health center,51-200,"51-200 employees. Headquarters: Buchanan, Georgia. Type: Privately Held. Specialties: Clinical Services, Therapy Services, On site physician services, and 24hr ...","site:linkedin.com/company/ ""community health center"" ""51-200""",21,2026-04-17T07:52:07Z,https://www.chc.org,wrong_entity,1
crider-health-center,https://www.linkedin.com/company/crider-health-center,Crider Health Center,1A_fqhc,FQHCs / Community Health Centers,community health center,201-500,"Crider Health Center is a non-profit community health center that provides a ... 201–500 Beschäftigte. Hauptsitz: Wentzville, Missouri. Art: Nonprofit.","site:linkedin.com/company/ ""community health center"" ""201-500""",5,2026-04-17T07:52:29Z,https://www.chc.org,wrong_entity,1
crossing-healthcare,https://www.linkedin.com/company/crossing-healthcare,Crossing Healthcare,1A_fqhc,FQHCs / Community Health Centers,community health center,51-200,"51 - 200 çalışan. Genel Merkez: Decatur, Illinois. Türü: Kâr Amacı Gütmeyen ... Christian Community Health Center. Hastaneler ve Sağlık. Chicago, Illinois ...","site:linkedin.com/company/ ""community health center"" ""51-200""",7,2026-04-17T07:51:50Z,https://www.crossinghealthcare.org,ok,1
delta-health-center-inc.,https://www.linkedin.com/company/delta-health-center-inc.,DELTA HEALTH CENTER INC.,1A_fqhc,FQHCs / Community Health Centers,community health center,51-200,"... community health center movement. Its mission is ... 51–200 Beschäftigte. Hauptsitz: MOUND BAYOU, Mississippi. Art: Nonprofit. Gegründet: 1965 ... Community Health ...","site:linkedin.com/company/ ""community health center"" ""51-200""",1,2026-04-17T07:51:43Z,https://www.deltahealthcenter.org,ok,1
damian-family-care-ctr,https://www.linkedin.com/company/damian-family-care-ctr,"Damian Family Care Centers, Inc.",1A_fqhc,FQHCs / Community Health Centers,federally qualified health center,51-200,"... Federally Qualified Health Center (FQHC) Damian Family Care Centers, Inc ... 51 - 200 çalışan. Genel Merkez: Briarwood, New York. Türü: Kâr Amacı Gütmeyen ...","site:linkedin.com/company/ ""federally qualified health center"" ""51-200""",22,2026-04-17T07:53:40Z,http://damianfamily.com,thin_or_dead,1
david-raines-community-health-centers,https://www.linkedin.com/company/david-raines-community-health-centers,David Raines Community Health Centers,1A_fqhc,FQHCs / Community Health Centers,community health center,51-200,"51-200 employees. Headquarters: Shreveport, LA. Type: Nonprofit. Founded: 1992 ... David Raines Community Health Center. Similar pages. Viteri Accounting and ...","site:linkedin.com/company/ ""community health center"" ""51-200""",24,2026-04-17T07:52:11Z,https://www.davidraineschc.org,title_mismatch,1
direct-federal-credit-union,https://www.linkedin.com/company/direct-federal-credit-union,Direct Federal Credit Union,1A_fqhc,FQHCs / Community Health Centers,community health center,51-200,"51–200 Beschäftigte. Hauptsitz: Needham, MA. Art: Nonprofit. Gegründet: 1953 ... Community Health Center Capital Fund. Finanzdienstleistungen. Boston ...","site:linkedin.com/company/ ""community health center"" ""51-200""",8,2026-04-17T07:51:51Z,,none,1
east-central-district-health-department-good-neighbor-community-health-center,https://www.linkedin.com/company/east-central-district-health-department-good-neighbor-community-health-center,East Central District Health Department/Good Neighbor Community ...,1A_fqhc,FQHCs / Community Health Centers,community health center,51-200,East Central District Health Department/Good Neighbor Community Health Center | 240 followers on LinkedIn ... 51-200 employees. Headquarters: Columbus ...,"site:linkedin.com/company/ ""community health center"" ""51-200""",13,2026-04-17T07:51:56Z,https://www.east-central.org,ok,1
esrhs,https://www.linkedin.com/company/esrhs,"Eastern Shore Rural Health System, Inc.",1A_fqhc,FQHCs / Community Health Centers,federally qualified health center,201-500,"... Federally Qualified Health Center. Services include medical, dental, and mental health ... 201-500 employees. Headquarters: Onancock, Virginia. Type ...","site:linkedin.com/company/ ""federally qualified health center"" ""201-500""",20,2026-04-17T07:54:14Z,https://eastern-shore.com,parking,1
el-centro-de-coraz-n,https://www.linkedin.com/company/el-centro-de-coraz-n,El Centro de Corazón,1A_fqhc,FQHCs / Community Health Centers,federally qualified health center,51-200,"... Federally Qualified Health Center (FQHC) with two health center locations ... 51–200 Beschäftigte. Hauptsitz: Houston, TX. Art: Nonprofit. Gegründet: 1994.","site:linkedin.com/company/ ""federally qualified health center"" ""51-200""",1,2026-04-17T07:53:13Z,https://www.translate.com,title_mismatch,1
elevated-community-health,https://www.linkedin.com/company/elevated-community-health,Elevated Community Health,1A_fqhc,FQHCs / Community Health Centers,FQHC,51-200,"FQHC offering integrated medical, dental and behavioral health services in Summit, Lake, and Park Counties, Colorado.","site:linkedin.com/company/ ""FQHC"" ""51-200""",14,2026-04-17T07:55:17Z,https://elevatedch.org,ok,1
alternatives-to-violence-in-red-bluff,https://www.linkedin.com/company/alternatives-to-violence-in-red-bluff,Empower Tehama,1A_fqhc,FQHCs / Community Health Centers,community health center,Nov-50,"11-50 עובדים. משרדים ראשיים: Red Bluff, CA. סוג: Nonprofit. הקמה: 1994. התמחויות ... Shasta Community Health Center. Medical Practices. ‏Redding‏, ‏California ...","site:linkedin.com/company/ ""community health center"" ""11-50""",22,2026-04-17T07:51:28Z,https://empowertehama.org,ok,1
empowerufqhc,https://www.linkedin.com/company/empowerufqhc,Empower U Community Health Center,1A_fqhc,FQHCs / Community Health Centers,community health center,51-200,"Empower U Community Health Center | 228 followers on LinkedIn. In 1999 ... 51-200 employees. Headquarters: Miami, Florida. Type: Nonprofit. Founded: 1999.","site:linkedin.com/company/ ""community health center"" ""51-200""",20,2026-04-17T07:52:05Z,https://www.empower-u.net,title_mismatch,1
fairfieldhealth,https://www.linkedin.com/company/fairfieldhealth,Fairfield County Health Department,1A_fqhc,FQHCs / Community Health Centers,community health center,Nov-50,11-50 employees ... This cabinet can be found at Integrated Services for Behavioral Health on the second floor of Fairfield Community Health Center in Lancaster.,"site:linkedin.com/company/ ""community health center"" ""11-50""",4,2026-04-17T07:51:05Z,https://fairfield-county.com,wrong_entity,1
familiestogetheroc,https://www.linkedin.com/company/familiestogetheroc,Families Together of Orange County Community Health Center,1A_fqhc,FQHCs / Community Health Centers,community health center,201-500,Families Together of Orange County Community Health Center的外部链接. 所属行业: 医院和医疗保健. 规模: 201-500 人. 总部: Tustin，California. 类型: 非营利机构.,"site:linkedin.com/company/ ""community health center"" ""201-500""",4,2026-04-17T07:52:28Z,https://families-together.org,parking,1
family-centers,https://www.linkedin.com/company/family-centers,Family Centers,1A_fqhc,FQHCs / Community Health Centers,community health center,201-500,"201-500 employés. Siège social: Greenwich, CT. Type: Non lucratif. Fondée ... Community Health Center. Hôpitaux et services de santé.","site:linkedin.com/company/ ""community health center"" ""201-500""",6,2026-04-17T07:52:30Z,https://familycenters.org,needs_review,1
vincennes-family-health-center,https://www.linkedin.com/company/vincennes-family-health-center,Family Health Center,1A_fqhc,FQHCs / Community Health Centers,community health center,201-500,"201-500 employees. Headquarters: Vincennes, Indiana. Type: Nonprofit. Founded ... HealthLinc Community Health Center. Hospitals and Health Care. Valparaiso ...","site:linkedin.com/company/ ""community health center"" ""201-500""",6,2026-04-17T07:52:30Z,https://familyhealthcenter.org,needs_review,1
family-health-services-fhsec,https://www.linkedin.com/company/family-health-services-fhsec,"Family Health Services, LLC",1A_fqhc,FQHCs / Community Health Centers,federally qualified health center,51-200,"Family Health Services is a non-profit, Federally Qualified Health Center (FQHC) that serves Erie and Huron Counties. We specialize in providing quality, ...","site:linkedin.com/company/ ""federally qualified health center"" ""51-200""",1,2026-04-17T07:53:13Z,https://familyhealthservices.org,ok,1
financial-health-strategies,https://www.linkedin.com/company/financial-health-strategies,Financial Health Strategies,1A_fqhc,FQHCs / Community Health Centers,FQHC,201-500,"As opposed to collection agencies, Financial Health has unparalleled expertise in Medicaid, Patient Pay, and FQHC ... 201–500 ansatte. Hovedkontor: Gaithersburg, ...","site:linkedin.com/company/ ""FQHC"" ""201-500""",2,2026-04-17T07:55:41Z,http://financial-health.org,thin_or_dead,1
fivebase,https://www.linkedin.com/company/fivebase,Fivebase,1A_fqhc,FQHCs / Community Health Centers,FQHC,Nov-50,"... FQHC program technical integration - Implementation and integration ... 11-50 employees. Headquarters: Hampton, NJ. Type: Privately Held. Founded: 2009.","site:linkedin.com/company/ ""FQHC"" ""11-50""",13,2026-04-17T07:54:41Z,https://www.fivebase.com,ok,1
fix-healthcare-technology-llc,https://www.linkedin.com/company/fix-healthcare-technology-llc,"Fix Healthcare Technology, LLC",1A_fqhc,FQHCs / Community Health Centers,federally qualified health center,Nov-50,"11-50 employees. Headquarters: Macungie, Pennsylvania. Type: Privately Held ... ✓ A federally qualified health center in Illinois had 1000+ uncompensated ...","site:linkedin.com/company/ ""federally qualified health center"" ""11-50""",3,2026-04-17T07:53:05Z,https://fixht.com,ok,1
florida-community-health-centers-inc.,https://www.linkedin.com/company/florida-community-health-centers-inc.,"Florida Community Health Centers, Inc.",1A_fqhc,FQHCs / Community Health Centers,community health center,201-500,"... Community Health Center providing accessible, cost-effective, high ... 201-500 employees. Headquarters: West Palm Beach, Fl. Type: Nonprofit.","site:linkedin.com/company/ ""community health center"" ""201-500""",18,2026-04-17T07:52:45Z,http://floridacommunity.com/cgi-sys/suspendedpage.cgi,title_mismatch,1
frontrunnerhc,https://www.linkedin.com/company/frontrunnerhc,FrontRunnerHC,1A_fqhc,FQHCs / Community Health Centers,FQHC,Nov-50,11-50 名員工. 總部: PlymouthMA. 類型: 私人所有. 創立時間: 2010. 專長: Medical ... Yet FQHC teams often spend hours trying to answer simple questions like ...,"site:linkedin.com/company/ ""FQHC"" ""11-50""",5,2026-04-17T07:54:31Z,https://www.frontrunnerhc.com,title_mismatch,1
gmhc,https://www.linkedin.com/company/gmhc,GMHC,1A_fqhc,FQHCs / Community Health Centers,community health center,51-200,51-200 人. 总部: New York，NY. 类型: 非营利机构. 地点. 主要. 307 West 38th Street ... 相似主页. Callen-Lorde Community Health Center. 医院和医疗保健. New York ...,"site:linkedin.com/company/ ""community health center"" ""51-200""",25,2026-04-17T07:52:13Z,https://gmhc.org,ok,1
gila-valley-clinic-pc,https://www.linkedin.com/company/gila-valley-clinic-pc,Gila Valley Clinic Pc,1A_fqhc,FQHCs / Community Health Centers,community health center,Nov-50,"11-50 empleyado. Headquarters: Safford, Arizona. Mga Lokasyon. 2016 W 16th St ... Aria Community Health Center. Mga Medical Practice. Lemoore, California ...","site:linkedin.com/company/ ""community health center"" ""11-50""",14,2026-04-17T07:51:18Z,https://gilavalleyclinic.com,ok,1
glacier-community-health-center,https://www.linkedin.com/company/glacier-community-health-center,Glacier Community Health Center,1A_fqhc,FQHCs / Community Health Centers,community health center,Nov-50,"Lien externe pour Glacier Community Health Center. Secteur: Hôpitaux et services de santé. Taille de l'entreprise: 11-50 employés. Siège social: Cut Bank, MT.","site:linkedin.com/company/ ""community health center"" ""11-50""",21,2026-04-17T07:51:27Z,,none,1
gracehealthky,https://www.linkedin.com/company/gracehealthky,Grace Health,1A_fqhc,FQHCs / Community Health Centers,community health center,201-500,"201-500 employees. Headquarters: Corbin, Kentucky. Type: Nonprofit. Founded: 2008 ... Bluegrass Community Health Center. Hospitals and Health Care. Lexington ...","site:linkedin.com/company/ ""community health center"" ""201-500""",24,2026-04-17T07:52:54Z,https://grace-health.com,title_mismatch,1
